folder_id,filename,path,folder_size,is_singleton,is_winnable,file_id,split,is_test_query
CANT.328.11,D1723.537.6.txt,/u/irowerojas/localLatin/canon/CANT.328.11/D1723.537.6.txt,5,False,True,195,test,True
CANT.328.11,Hat42.170r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.11/Hat42.170r.1.txt,5,False,True,196,train,False
CANT.328.12,BAV1341.17v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.12/BAV1341.17v.2.txt,5,False,True,197,train,False
CANT.328.12,Brn425.35r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.12/Brn425.35r.2.txt,5,False,True,198,train,False
CANT.328.12,C1525.28v.4.txt,/u/irowerojas/localLatin/canon/CANT.328.12/C1525.28v.4.txt,5,False,True,199,test,True
CANT.328.12,D1723.537.7.txt,/u/irowerojas/localLatin/canon/CANT.328.12/D1723.537.7.txt,5,False,True,200,test,True
CANT.328.12,Hat42.170r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.12/Hat42.170r.2.txt,5,False,True,201,test,True
CANT.328.13,BAV1341.17v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.13/BAV1341.17v.3.txt,5,False,True,202,train,False
CANT.328.13,Brn425.58v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.13/Brn425.58v.1.txt,5,False,True,203,test,True
CANT.328.13,C1525.29r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.13/C1525.29r.1.txt,5,False,True,204,test,True
CANT.328.13,D1723.558.2.txt,/u/irowerojas/localLatin/canon/CANT.328.13/D1723.558.2.txt,5,False,True,205,train,False
CANT.328.13,Hat42.170v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.13/Hat42.170v.1.txt,5,False,True,206,test,True
CANT.328.14,BAV1341.17v.4.txt,/u/irowerojas/localLatin/canon/CANT.328.14/BAV1341.17v.4.txt,3,False,True,207,train,False
CANT.328.14,C1525.29r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.14/C1525.29r.2.txt,3,False,True,208,test,True
CANT.328.14,Hat42.170v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.14/Hat42.170v.2.txt,3,False,True,209,test,True
CANT.328.15,BAV1341.17v.5.txt,/u/irowerojas/localLatin/canon/CANT.328.15/BAV1341.17v.5.txt,5,False,True,210,test,True
CANT.328.15,Brn425.35r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.15/Brn425.35r.3.txt,5,False,True,211,train,False
CANT.328.15,C1525.29r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.15/C1525.29r.3.txt,5,False,True,212,test,True
CANT.328.15,D1723.537.8.txt,/u/irowerojas/localLatin/canon/CANT.328.15/D1723.537.8.txt,5,False,True,213,train,False
CANT.328.15,Hat42.171r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.15/Hat42.171r.1.txt,5,False,True,214,test,True
CANT.328.16,BAV1341.17v.6.txt,/u/irowerojas/localLatin/canon/CANT.328.16/BAV1341.17v.6.txt,5,False,True,215,train,False
CANT.328.16,Brn425.64r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.16/Brn425.64r.3.txt,5,False,True,216,train,False
CANT.328.16,C1525.29r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.16/C1525.29r.4.txt,5,False,True,217,test,True
CANT.328.16,D1723.563.2.txt,/u/irowerojas/localLatin/canon/CANT.328.16/D1723.563.2.txt,5,False,True,218,test,True
CANT.328.16,Hat42.171r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.16/Hat42.171r.2.txt,5,False,True,219,test,True
CANT.328.17,BAV1341.17v.7.txt,/u/irowerojas/localLatin/canon/CANT.328.17/BAV1341.17v.7.txt,5,False,True,220,test,True
CANT.328.17,Brn425.58v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.17/Brn425.58v.2.txt,5,False,True,221,test,True
CANT.328.17,C1525.29v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.17/C1525.29v.1.txt,5,False,True,222,train,False
CANT.328.17,D1723.558.3.txt,/u/irowerojas/localLatin/canon/CANT.328.17/D1723.558.3.txt,5,False,True,223,train,False
CANT.328.17,Hat42.171r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.17/Hat42.171r.3.txt,5,False,True,224,test,True
CANT.328.18,BAV1341.17v.8.txt,/u/irowerojas/localLatin/canon/CANT.328.18/BAV1341.17v.8.txt,3,False,True,225,test,True
CANT.328.18,C1525.29v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.18/C1525.29v.2.txt,3,False,True,226,test,True
CANT.328.18,Hat42.171v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.18/Hat42.171v.1.txt,3,False,True,227,train,False
CANT.328.19,BAV1341.17v.9.txt,/u/irowerojas/localLatin/canon/CANT.328.19/BAV1341.17v.9.txt,5,False,True,228,test,True
CANT.328.19,Brn425.58v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.19/Brn425.58v.3.txt,5,False,True,229,train,False
CANT.328.19,C1525.29v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.19/C1525.29v.3.txt,5,False,True,230,test,True
CANT.328.19,D1723.558.4.txt,/u/irowerojas/localLatin/canon/CANT.328.19/D1723.558.4.txt,5,False,True,231,train,False
CANT.328.19,Hat42.171v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.19/Hat42.171v.2.txt,5,False,True,232,test,True
CANT.328.2,BAV1341.16v.27.txt,/u/irowerojas/localLatin/canon/CANT.328.2/BAV1341.16v.27.txt,4,False,True,233,train,False
CANT.328.2,BN2123.92r.7.txt,/u/irowerojas/localLatin/canon/CANT.328.2/BN2123.92r.7.txt,4,False,True,234,test,True
CANT.328.2,C1525.27v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.2/C1525.27v.1.txt,4,False,True,235,test,True
CANT.328.2,Hat42.168r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.2/Hat42.168r.1.txt,4,False,True,236,train,False
CANT.328.20,BAV1341.18r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.20/BAV1341.18r.1.txt,6,False,True,237,train,False
CANT.328.20,BN2123.76v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.20/BN2123.76v.2.txt,6,False,True,238,test,True
CANT.328.20,Brn425.35r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.20/Brn425.35r.4.txt,6,False,True,239,train,False
CANT.328.20,C1525.29v.4.txt,/u/irowerojas/localLatin/canon/CANT.328.20/C1525.29v.4.txt,6,False,True,240,test,True
CANT.328.20,D1723.537.9.txt,/u/irowerojas/localLatin/canon/CANT.328.20/D1723.537.9.txt,6,False,True,241,test,True
CANT.328.20,Hat42.172r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.20/Hat42.172r.1.txt,6,False,True,242,train,False
CANT.328.21,BAV1341.18r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.21/BAV1341.18r.2.txt,5,False,True,243,test,True
CANT.328.21,Brn425.59r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.21/Brn425.59r.1.txt,5,False,True,244,test,True
CANT.328.21,C1525.30r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.21/C1525.30r.1.txt,5,False,True,245,train,False
CANT.328.21,D1723.558.5.txt,/u/irowerojas/localLatin/canon/CANT.328.21/D1723.558.5.txt,5,False,True,246,train,False
CANT.328.21,Hat42.172r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.21/Hat42.172r.2.txt,5,False,True,247,test,True
CANT.328.22,BAV1341.18r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.22/BAV1341.18r.3.txt,5,False,True,248,train,False
CANT.328.22,Brn425.59r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.22/Brn425.59r.2.txt,5,False,True,249,test,True
CANT.328.22,C1525.30r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.22/C1525.30r.2.txt,5,False,True,250,test,True
CANT.328.22,D1723.558.6.txt,/u/irowerojas/localLatin/canon/CANT.328.22/D1723.558.6.txt,5,False,True,251,test,True
CANT.328.22,Hat42.172v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.22/Hat42.172v.1.txt,5,False,True,252,train,False
CANT.328.23,BAV1341.18r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.23/BAV1341.18r.4.txt,3,False,True,253,train,False
CANT.328.23,C1525.30r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.23/C1525.30r.3.txt,3,False,True,254,test,True
CANT.328.23,Hat42.172v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.23/Hat42.172v.2.txt,3,False,True,255,test,True
CANT.328.24,BAV1341.18r.5.txt,/u/irowerojas/localLatin/canon/CANT.328.24/BAV1341.18r.5.txt,5,False,True,256,test,True
CANT.328.24,Brn425.41v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.24/Brn425.41v.2.txt,5,False,True,257,train,False
CANT.328.24,C1525.30r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.24/C1525.30r.4.txt,5,False,True,258,test,True
CANT.328.24,D1723.543.2.txt,/u/irowerojas/localLatin/canon/CANT.328.24/D1723.543.2.txt,5,False,True,259,test,True
CANT.328.24,Hat42.172v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.24/Hat42.172v.3.txt,5,False,True,260,train,False
CANT.328.25,BAV1341.18r.6.txt,/u/irowerojas/localLatin/canon/CANT.328.25/BAV1341.18r.6.txt,5,False,True,261,train,False
CANT.328.25,Brn425.41v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.25/Brn425.41v.3.txt,5,False,True,262,train,False
CANT.328.25,C1525.30v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.25/C1525.30v.1.txt,5,False,True,263,test,True
CANT.328.25,D1723.543.3.txt,/u/irowerojas/localLatin/canon/CANT.328.25/D1723.543.3.txt,5,False,True,264,test,True
CANT.328.25,Hat42.173r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.25/Hat42.173r.1.txt,5,False,True,265,test,True
CANT.328.3,BAV1341.17r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.3/BAV1341.17r.1.txt,3,False,True,266,train,False
CANT.328.3,C1525.27v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.3/C1525.27v.2.txt,3,False,True,267,test,True
CANT.328.3,Hat42.168v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.3/Hat42.168v.1.txt,3,False,True,268,test,True
CANT.328.4,BAV1341.17r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.4/BAV1341.17r.2.txt,5,False,True,269,test,True
CANT.328.4,Brn425.34v.4.txt,/u/irowerojas/localLatin/canon/CANT.328.4/Brn425.34v.4.txt,5,False,True,270,test,True
CANT.328.4,C1525.28r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.4/C1525.28r.1.txt,5,False,True,271,test,True
CANT.328.4,D1723.537.4.txt,/u/irowerojas/localLatin/canon/CANT.328.4/D1723.537.4.txt,5,False,True,272,train,False
CANT.328.4,Hat42.168v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.4/Hat42.168v.2.txt,5,False,True,273,train,False
CANT.328.5,BAV1341.17r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.5/BAV1341.17r.3.txt,3,False,True,274,test,True
CANT.328.5,C1525.28r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.5/C1525.28r.2.txt,3,False,True,275,test,True
CANT.328.5,Hat42.169r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.5/Hat42.169r.1.txt,3,False,True,276,train,False
CANT.328.6,BAV1341.17r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.6/BAV1341.17r.4.txt,5,False,True,277,test,True
CANT.328.6,Brn425.34v.5.txt,/u/irowerojas/localLatin/canon/CANT.328.6/Brn425.34v.5.txt,5,False,True,278,test,True
CANT.328.6,C1525.28r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.6/C1525.28r.3.txt,5,False,True,279,test,True
CANT.328.6,D1723.537.5.txt,/u/irowerojas/localLatin/canon/CANT.328.6/D1723.537.5.txt,5,False,True,280,train,False
CANT.328.6,Hat42.169r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.6/Hat42.169r.2.txt,5,False,True,281,train,False
CANT.328.7,BAV1341.17r.5.txt,/u/irowerojas/localLatin/canon/CANT.328.7/BAV1341.17r.5.txt,4,False,True,282,train,False
CANT.328.7,BN2123.86v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.7/BN2123.86v.2.txt,4,False,True,283,test,True
CANT.328.7,C1525.28r.4.txt,/u/irowerojas/localLatin/canon/CANT.328.7/C1525.28r.4.txt,4,False,True,284,train,False
CANT.328.7,Hat42.169r.3.txt,/u/irowerojas/localLatin/canon/CANT.328.7/Hat42.169r.3.txt,4,False,True,285,test,True
CANT.328.8,BAV1341.17r.6.txt,/u/irowerojas/localLatin/canon/CANT.328.8/BAV1341.17r.6.txt,7,False,True,286,test,True
CANT.328.8,BN2123.86v.3.txt,/u/irowerojas/localLatin/canon/CANT.328.8/BN2123.86v.3.txt,7,False,True,287,test,True
CANT.328.8,BN2123.86v.4.txt,/u/irowerojas/localLatin/canon/CANT.328.8/BN2123.86v.4.txt,7,False,True,288,train,False
CANT.328.8,Brn425.64r.1.txt,/u/irowerojas/localLatin/canon/CANT.328.8/Brn425.64r.1.txt,7,False,True,289,train,False
CANT.328.8,C1525.28r.5.txt,/u/irowerojas/localLatin/canon/CANT.328.8/C1525.28r.5.txt,7,False,True,290,train,False
CANT.328.8,D1723.562.5.txt,/u/irowerojas/localLatin/canon/CANT.328.8/D1723.562.5.txt,7,False,True,291,test,True
CANT.328.8,Hat42.169v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.8/Hat42.169v.1.txt,7,False,True,292,test,True
CANT.328.9,BAV1341.17r.7.txt,/u/irowerojas/localLatin/canon/CANT.328.9/BAV1341.17r.7.txt,5,False,True,293,train,False
CANT.328.9,Brn425.64r.2.txt,/u/irowerojas/localLatin/canon/CANT.328.9/Brn425.64r.2.txt,5,False,True,294,test,True
CANT.328.9,C1525.28v.1.txt,/u/irowerojas/localLatin/canon/CANT.328.9/C1525.28v.1.txt,5,False,True,295,test,True
CANT.328.9,D1723.563.1.txt,/u/irowerojas/localLatin/canon/CANT.328.9/D1723.563.1.txt,5,False,True,296,train,False
CANT.328.9,Hat42.169v.2.txt,/u/irowerojas/localLatin/canon/CANT.328.9/Hat42.169v.2.txt,5,False,True,297,test,True
CARL.314.1,BAV1341.45r.24.txt,/u/irowerojas/localLatin/canon/CARL.314.1/BAV1341.45r.24.txt,1,True,False,298,train,False
CARL.314.10,BAV1341.45r.32.txt,/u/irowerojas/localLatin/canon/CARL.314.10/BAV1341.45r.32.txt,1,True,False,299,test,False
CARL.314.11,BAV1341.45r.33.txt,/u/irowerojas/localLatin/canon/CARL.314.11/BAV1341.45r.33.txt,2,False,True,300,test,True
CARL.314.11,BN2123.98r.6.txt,/u/irowerojas/localLatin/canon/CARL.314.11/BN2123.98r.6.txt,2,False,True,301,test,True
CARL.314.12,BAV1341.45r.34.txt,/u/irowerojas/localLatin/canon/CARL.314.12/BAV1341.45r.34.txt,1,True,False,302,test,False
CARL.314.13,BAV1341.45v.1.txt,/u/irowerojas/localLatin/canon/CARL.314.13/BAV1341.45v.1.txt,1,True,False,303,test,False
CARL.314.14,BAV1341.45v.2.txt,/u/irowerojas/localLatin/canon/CARL.314.14/BAV1341.45v.2.txt,1,True,False,304,test,False
CARL.314.15,BAV1341.45v.3.txt,/u/irowerojas/localLatin/canon/CARL.314.15/BAV1341.45v.3.txt,2,False,True,305,train,False
CARL.314.15,BN2123.100v.2.txt,/u/irowerojas/localLatin/canon/CARL.314.15/BN2123.100v.2.txt,2,False,True,306,train,False
CARL.314.16,BAV1341.45v.4.txt,/u/irowerojas/localLatin/canon/CARL.314.16/BAV1341.45v.4.txt,1,True,False,307,test,False
CARL.314.17,BAV1341.45v.5.txt,/u/irowerojas/localLatin/canon/CARL.314.17/BAV1341.45v.5.txt,1,True,False,308,test,False
CARL.314.18,BAV1341.45v.7.txt,/u/irowerojas/localLatin/canon/CARL.314.18/BAV1341.45v.7.txt,2,False,True,309,train,False
CARL.314.18,BAV1341.45v.8.txt,/u/irowerojas/localLatin/canon/CARL.314.18/BAV1341.45v.8.txt,2,False,True,310,train,False
CARL.314.19,BAV1341.45v.9.txt,/u/irowerojas/localLatin/canon/CARL.314.19/BAV1341.45v.9.txt,1,True,False,311,train,False
CARL.314.2,BAV1341.45r.25.txt,/u/irowerojas/localLatin/canon/CARL.314.2/BAV1341.45r.25.txt,1,True,False,312,train,False
CARL.314.20,BAV1341.45v.10.txt,/u/irowerojas/localLatin/canon/CARL.314.20/BAV1341.45v.10.txt,1,True,False,313,test,False
CARL.314.21,BAV1341.45v.11.txt,/u/irowerojas/localLatin/canon/CARL.314.21/BAV1341.45v.11.txt,1,True,False,314,test,False
CARL.314.22,BAV1341.45v.12.txt,/u/irowerojas/localLatin/canon/CARL.314.22/BAV1341.45v.12.txt,1,True,False,315,test,False
CARL.314.3,BAV1341.45r.26.txt,/u/irowerojas/localLatin/canon/CARL.314.3/BAV1341.45r.26.txt,1,True,False,316,train,False
CARL.314.4,BAV1341.45r.27.txt,/u/irowerojas/localLatin/canon/CARL.314.4/BAV1341.45r.27.txt,1,True,False,317,train,False
CARL.314.5,BAV1341.45r.28.txt,/u/irowerojas/localLatin/canon/CARL.314.5/BAV1341.45r.28.txt,1,True,False,318,train,False
CARL.314.6,BAV1341.45r.29.txt,/u/irowerojas/localLatin/canon/CARL.314.6/BAV1341.45r.29.txt,1,True,False,319,train,False
CARL.314.7,BAV1341.45r.30.txt,/u/irowerojas/localLatin/canon/CARL.314.7/BAV1341.45r.30.txt,3,False,True,320,test,True
CARL.314.7,Brn425.64v.2.txt,/u/irowerojas/localLatin/canon/CARL.314.7/Brn425.64v.2.txt,3,False,True,321,test,True
CARL.314.7,D1723.563.5.txt,/u/irowerojas/localLatin/canon/CARL.314.7/D1723.563.5.txt,3,False,True,322,train,False
CARL.314.9,BAV1341.45r.31.txt,/u/irowerojas/localLatin/canon/CARL.314.9/BAV1341.45r.31.txt,1,True,False,323,test,False
CARL.501?.1,BAV1341.46r.1.txt,/u/irowerojas/localLatin/canon/CARL.501?.1/BAV1341.46r.1.txt,1,True,False,324,train,False
CARL.501?.10,BAV1341.46r.10.txt,/u/irowerojas/localLatin/canon/CARL.501?.10/BAV1341.46r.10.txt,1,True,False,325,train,False
CARL.501?.11,BAV1341.46r.11.txt,/u/irowerojas/localLatin/canon/CARL.501?.11/BAV1341.46r.11.txt,1,True,False,326,test,False
CARL.501?.12,BAV1341.46r.12.txt,/u/irowerojas/localLatin/canon/CARL.501?.12/BAV1341.46r.12.txt,1,True,False,327,train,False
CARL.501?.13,BAV1341.46r.13.txt,/u/irowerojas/localLatin/canon/CARL.501?.13/BAV1341.46r.13.txt,1,True,False,328,train,False
CARL.501?.14,BAV1341.46r.14.txt,/u/irowerojas/localLatin/canon/CARL.501?.14/BAV1341.46r.14.txt,1,True,False,329,test,False
CARL.501?.15,BAV1341.46v.1.txt,/u/irowerojas/localLatin/canon/CARL.501?.15/BAV1341.46v.1.txt,1,True,False,330,test,False
CARL.501?.16,BAV1341.46v.2.txt,/u/irowerojas/localLatin/canon/CARL.501?.16/BAV1341.46v.2.txt,1,True,False,331,test,False
CARL.501?.17,BAV1341.46v.3.txt,/u/irowerojas/localLatin/canon/CARL.501?.17/BAV1341.46v.3.txt,1,True,False,332,train,False
CARL.501?.18,BAV1341.46v.4.txt,/u/irowerojas/localLatin/canon/CARL.501?.18/BAV1341.46v.4.txt,3,False,True,333,test,True
CARL.501?.18,Brn425.36r.2.txt,/u/irowerojas/localLatin/canon/CARL.501?.18/Brn425.36r.2.txt,3,False,True,334,test,True
CARL.501?.18,D1723.538.5.txt,/u/irowerojas/localLatin/canon/CARL.501?.18/D1723.538.5.txt,3,False,True,335,train,False
CARL.501?.19,BAV1341.46v.5.txt,/u/irowerojas/localLatin/canon/CARL.501?.19/BAV1341.46v.5.txt,1,True,False,336,train,False
CARL.501?.2,BAV1341.46r.2.txt,/u/irowerojas/localLatin/canon/CARL.501?.2/BAV1341.46r.2.txt,1,True,False,337,test,False
CARL.501?.20,BAV1341.46v.6.txt,/u/irowerojas/localLatin/canon/CARL.501?.20/BAV1341.46v.6.txt,1,True,False,338,test,False
CARL.501?.21,BAV1341.46v.7.txt,/u/irowerojas/localLatin/canon/CARL.501?.21/BAV1341.46v.7.txt,1,True,False,339,test,False
CARL.501?.22,BAV1341.46v.8.txt,/u/irowerojas/localLatin/canon/CARL.501?.22/BAV1341.46v.8.txt,3,False,True,340,test,True
CARL.501?.22,Brn425.14v.4.txt,/u/irowerojas/localLatin/canon/CARL.501?.22/Brn425.14v.4.txt,3,False,True,341,train,False
CARL.501?.22,D1723.520.1.txt,/u/irowerojas/localLatin/canon/CARL.501?.22/D1723.520.1.txt,3,False,True,342,test,True
CARL.501?.23,BAV1341.46v.9.txt,/u/irowerojas/localLatin/canon/CARL.501?.23/BAV1341.46v.9.txt,1,True,False,343,test,False
CARL.501?.24,BAV1341.46v.10.txt,/u/irowerojas/localLatin/canon/CARL.501?.24/BAV1341.46v.10.txt,1,True,False,344,test,False
CARL.501?.25,BAV1341.46v.11.txt,/u/irowerojas/localLatin/canon/CARL.501?.25/BAV1341.46v.11.txt,5,False,True,345,test,True
CARL.501?.25,Brn425.14r.1.txt,/u/irowerojas/localLatin/canon/CARL.501?.25/Brn425.14r.1.txt,5,False,True,346,test,True
CARL.501?.25,Brn425.31v.4.txt,/u/irowerojas/localLatin/canon/CARL.501?.25/Brn425.31v.4.txt,5,False,True,347,train,False
CARL.501?.25,D1723.519.3.txt,/u/irowerojas/localLatin/canon/CARL.501?.25/D1723.519.3.txt,5,False,True,348,train,False
CARL.501?.25,D1723.534.6.txt,/u/irowerojas/localLatin/canon/CARL.501?.25/D1723.534.6.txt,5,False,True,349,test,True
CARL.501?.28,Brn425.17r.1.txt,/u/irowerojas/localLatin/canon/CARL.501?.28/Brn425.17r.1.txt,2,False,True,350,test,True
CARL.501?.28,D1723.521.6.txt,/u/irowerojas/localLatin/canon/CARL.501?.28/D1723.521.6.txt,2,False,True,351,test,True
CARL.501?.3,BAV1341.46r.3.txt,/u/irowerojas/localLatin/canon/CARL.501?.3/BAV1341.46r.3.txt,1,True,False,352,test,False
CARL.501?.4,BAV1341.46r.4.txt,/u/irowerojas/localLatin/canon/CARL.501?.4/BAV1341.46r.4.txt,1,True,False,353,test,False
CARL.501?.5,BAV1341.46r.5.txt,/u/irowerojas/localLatin/canon/CARL.501?.5/BAV1341.46r.5.txt,1,True,False,354,train,False
CARL.501?.55,BN2123.85v.6.txt,/u/irowerojas/localLatin/canon/CARL.501?.55/BN2123.85v.6.txt,1,True,False,355,train,False
CARL.501?.6,BAV1341.46r.6.txt,/u/irowerojas/localLatin/canon/CARL.501?.6/BAV1341.46r.6.txt,1,True,False,356,train,False
CARL.501?.7,BAV1341.46r.7.txt,/u/irowerojas/localLatin/canon/CARL.501?.7/BAV1341.46r.7.txt,1,True,False,357,test,False
CARL.501?.8,BAV1341.46r.8.txt,/u/irowerojas/localLatin/canon/CARL.501?.8/BAV1341.46r.8.txt,1,True,False,358,train,False
CARL.501?.9,BAV1341.46r.9.txt,/u/irowerojas/localLatin/canon/CARL.501?.9/BAV1341.46r.9.txt,1,True,False,359,train,False
CAUX.561.1,Kob58.35r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.1/Kob58.35r.1.txt,1,True,False,360,test,False
CAUX.561.10,Kob58.37r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.10/Kob58.37r.2.txt,1,True,False,361,test,False
CAUX.561.11,Kob58.37r.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.11/Kob58.37r.3.txt,1,True,False,362,train,False
CAUX.561.12,Kob58.37v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.12/Kob58.37v.1.txt,1,True,False,363,test,False
CAUX.561.13,Kob58.37v.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.13/Kob58.37v.2.txt,1,True,False,364,train,False
CAUX.561.14,Kob58.38r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.14/Kob58.38r.1.txt,1,True,False,365,test,False
CAUX.561.17,Kob58.38r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.17/Kob58.38r.2.txt,1,True,False,366,train,False
CAUX.561.18,Kob58.38r.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.18/Kob58.38r.3.txt,1,True,False,367,train,False
CAUX.561.19,Kob58.38v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.19/Kob58.38v.1.txt,1,True,False,368,test,False
CAUX.561.2,Kob58.35r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.2/Kob58.35r.2.txt,1,True,False,369,test,False
CAUX.561.20,Kob58.39r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.20/Kob58.39r.1.txt,1,True,False,370,train,False
CAUX.561.21,Kob58.39r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.21/Kob58.39r.2.txt,1,True,False,371,test,False
CAUX.561.22,Kob58.39v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.22/Kob58.39v.1.txt,1,True,False,372,train,False
CAUX.561.23,Kob58.39v.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.23/Kob58.39v.2.txt,1,True,False,373,test,False
CAUX.561.24,Kob58.39v.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.24/Kob58.39v.3.txt,1,True,False,374,train,False
CAUX.561.25,Kob58.40r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.25/Kob58.40r.1.txt,1,True,False,375,train,False
CAUX.561.26,Kob58.40r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.26/Kob58.40r.2.txt,1,True,False,376,train,False
CAUX.561.27,Kob58.40r.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.27/Kob58.40r.3.txt,1,True,False,377,test,False
CAUX.561.3,Kob58.35v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.3/Kob58.35v.1.txt,1,True,False,378,train,False
CAUX.561.30,Kob58.40v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.30/Kob58.40v.1.txt,1,True,False,379,test,False
CAUX.561.31,Kob58.40v.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.31/Kob58.40v.2.txt,1,True,False,380,train,False
CAUX.561.32,Kob58.40v.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.32/Kob58.40v.3.txt,1,True,False,381,test,False
CAUX.561.33,Kob58.41r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.33/Kob58.41r.1.txt,1,True,False,382,test,False
CAUX.561.34,Kob58.40v.4.txt,/u/irowerojas/localLatin/canon/CAUX.561.34/Kob58.40v.4.txt,1,True,False,383,train,False
CAUX.561.35,Kob58.41r.2.txt,/u/irowerojas/localLatin/canon/CAUX.561.35/Kob58.41r.2.txt,1,True,False,384,test,False
CAUX.561.36,Kob58.41r.3.txt,/u/irowerojas/localLatin/canon/CAUX.561.36/Kob58.41r.3.txt,1,True,False,385,train,False
CAUX.561.38,Kob58.41r.4.txt,/u/irowerojas/localLatin/canon/CAUX.561.38/Kob58.41r.4.txt,1,True,False,386,test,False
CAUX.561.4,Kob58.36r.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.4/Kob58.36r.1.txt,1,True,False,387,train,False
CAUX.561.40,Kob58.41v.1.txt,/u/irowerojas/localLatin/canon/CAUX.561.40/Kob58.41v.1.txt,1,True,False,388,train,False
