file_id,path
421,data/decritals_labelled/DVIC.189.†74/StG614.169.1.txt
422,data/decritals_labelled/DVIC.189.†74/StG614.170.1.txt
423,data/decritals_labelled/DZEP.199.†80/StG614.171.1.txt
424,data/decritals_labelled/DZEP.199.†81/StG614.173.1.txt
425,data/decritals_labelled/DZEP.199.†81/StG614.174.1.txt
426,data/decritals_labelled/DZOS.417.339/BN2123.83r.2.txt
427,data/decritals_labelled/DZOS.417.339/Brn425.48v.1.txt
428,data/decritals_labelled/DZOS.417.339/C1525.115v.1.txt
429,data/decritals_labelled/DZOS.417.339/C1525.116r.1.txt
430,data/decritals_labelled/DZOS.417.339/C1525.116r.2.txt
431,data/decritals_labelled/DZOS.417.339/D1723.548.6.txt
432,data/decritals_labelled/DZOS.417.345/C1525.116r.3.txt
433,data/decritals_labelled/Inc. Difficilem quidem. JK 362/C1525.118v.1.txt
434,data/decritals_labelled/Inc. Ecclesiae meae. JK 353/C1525.117r.1.txt
435,data/decritals_labelled/Inc. Scripta beatitudinis tuae. Maassen 36/C1525.117v.1.txt
436,data/decritals_labelled/Inc. Valentinae nos. JK 349/C1525.118r.1.txt
437,"data/decritals_labelled/JK 235, Part 2 (Hinschius, pp. 499-500)/BAV1341.117v.7.txt"
438,"data/decritals_labelled/JK 235, Part 3 (Hinschius, pp. 508-509)/BAV1341.120r.1.txt"
