example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available
168,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,512,513,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/BN1454.59v.9.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/C1525.25r.7.txt,CGAN.355.10,CGAN.355.10,CGAN.355.10,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
169,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,60,61,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/Brn425.64v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.52/D1723.563.8.txt,CAGD.506.52,CAGD.506.52,CAGD.506.52,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
170,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1475,1478,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.34/BAV1341.7v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.34/KoeD213.7v.4.txt,Can.apost.34,Can.apost.34,Can.apost.34,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
171,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1104,1105,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.8/BAV1341.62v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.8/BAVPal575.4r.2.txt,CTOL.397.8,CTOL.397.8,CTOL.397.8,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
172,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1493,1492,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.37/Hat42.147v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.37/C1525.6v.5.txt,Can.apost.37,Can.apost.37,Can.apost.37,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
173,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,871,869,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.3/Brn425.20v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.3/BN1454.46v.3.txt,CNIC.325.3,CNIC.325.3,CNIC.325.3,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
174,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,716,715,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.11/C1525.23r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.11/BN1454.58v.8.txt,CNEO.315.11,CNEO.315.11,CNEO.315.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
175,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,820,814,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/KoeD213.14v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/BN1454.48r.3.txt,CNIC.325.13,CNIC.325.13,CNIC.325.13,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
176,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,258,259,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.16/BAV1341.17v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.16/Brn425.64r.3.txt,CANT.328.16,CANT.328.16,CANT.328.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
177,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,389,391,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.25/Brn425.14r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.25/D1723.519.3.txt,CARL.501?.25,CARL.501?.25,CARL.501?.25,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
178,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,265,263,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.17/C1525.29v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.17/BAV1341.17v.7.txt,CANT.328.17,CANT.328.17,CANT.328.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
179,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,550,549,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/Hat42.165v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/C1525.26r.1.txt,CGAN.355.18,CGAN.355.18,CGAN.355.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
180,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,383,385,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.22/BAV1341.46v.8.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.22/D1723.520.1.txt,CARL.501?.22,CARL.501?.22,CARL.501?.22,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
181,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,652,653,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.23/Brn425.55r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.23/D1723.554.11.txt,CLAO.300.23,CLAO.300.23,CLAO.300.23,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
182,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,996,997,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.28/BAV1341.55v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.28/BN2123.91v.1.txt,CORL.511.28,CORL.511.28,CORL.511.28,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
183,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,461,462,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.21/Brn425.32r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.21/D1723.535.1.txt,CCHA.451.21,CCHA.451.21,CCHA.451.21,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
184,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,771,774,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.6/C1525.22v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.6/KoeD213.26r.2.txt,CNEO.315.6,CNEO.315.6,CNEO.315.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
185,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,475,474,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.5/D1723.551.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.5/Brn425.51v.6.txt,CCHA.451.5,CCHA.451.5,CCHA.451.5,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
186,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1554,1553,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.48/C1525.7v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.48/BAV1341.7v.18.txt,Can.apost.48,Can.apost.48,Can.apost.48,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
187,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,867,865,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.20/Hat42.155r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.20/C1525.13v.2.txt,CNIC.325.20,CNIC.325.20,CNIC.325.20,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
188,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1564,1566,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.5/BAV1341.6v.55.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.5/Hat42.144r.5.txt,Can.apost.5,Can.apost.5,Can.apost.5,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
189,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1596,1592,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.9/Vat5845.7v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.9/BAV1341.7r.3.txt,Can.apost.9,Can.apost.9,Can.apost.9,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
190,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,251,252,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.14/C1525.29r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.14/Hat42.170v.2.txt,CANT.328.14,CANT.328.14,CANT.328.14,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
191,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1588,1587,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.8/C1525.4v.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.8/BAV1341.7r.2.txt,Can.apost.8,Can.apost.8,Can.apost.8,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
192,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,451,452,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.16/Brn425.21r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.16/D1723.525.1.txt,CCHA.451.16,CCHA.451.16,CCHA.451.16,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
193,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,549,551,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/C1525.26r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/KoeD213.30v.3.txt,CGAN.355.18,CGAN.355.18,CGAN.355.18,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
194,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1558,1563,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.49/BAV1341.7v.19.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.49/Vat5845.10v.1.txt,Can.apost.49,Can.apost.49,Can.apost.49,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
195,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,64,63,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.55/D1723.555.9.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.55/Brn425.55v.8.txt,CAGD.506.55,CAGD.506.55,CAGD.506.55,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
196,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,716,718,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.11/C1525.23r.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.11/KoeD213.26v.2.txt,CNEO.315.11,CNEO.315.11,CNEO.315.11,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
197,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,813,811,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.12/KoeD213.14r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.12/D1723.522.3.txt,CNIC.325.12,CNIC.325.12,CNIC.325.12,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
198,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1054,1055,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.3/BN1454.49v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CSAR.347.3/BN1454.49v.3.txt,CSAR.347.3,CSAR.347.3,CSAR.347.3,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
199,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,145,152,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/BAV1341.12r.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/Hat42.159v.2.txt,CANC.314.20,CANC.314.20,CANC.314.20,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
200,bowphs/LaTa,LaTa,t5,7,abtt_optimal,hidden,mean,10,0.5025125628140703,0.9949748743718592,0.5025125628140703,,,1196,1197,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.52/BAV1341.76r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.52/WlfH1062.11v.2.txt,CTOL.633.52,CTOL.633.52,CTOL.633.52,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
201,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1308,1306,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.3/D1723.555.13.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.3/BAV1341.50v.3.txt,CVAI.442.3,CVAI.442.3,CVAI.442.3,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
202,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1461,1462,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.31/C1525.6r.6.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.31/Hat42.147r.1.txt,Can.apost.31,Can.apost.31,Can.apost.31,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
203,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1283,1282,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.8/WlfH1062.13v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.8/BAV1341.95r.1.txt,CTOL.655.8,CTOL.655.8,CTOL.655.8,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
204,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,671,672,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.52/Brn425.21v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CLAO.300.52/D1723.525.7.txt,CLAO.300.52,CLAO.300.52,CLAO.300.52,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
205,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,987,986,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.25/BN2123.90r.7.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.25/BAV1341.55r.12.txt,CORL.511.25,CORL.511.25,CORL.511.25,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
206,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,155,158,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/BN1454.58r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/C1525.21r.4.txt,CANC.314.21,CANC.314.21,CANC.314.21,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
207,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,929,931,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORA.441.2/BAV1341.49v.11.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORA.441.2/Brn425.55v.11.txt,CORA.441.2,CORA.441.2,CORA.441.2,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
208,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1577,1578,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.6/C1525.4v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.6/Hat42.144v.1.txt,Can.apost.6,Can.apost.6,Can.apost.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
209,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,546,545,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.17/Hat42.165v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.17/D1723.531.5.txt,CGAN.355.17,CGAN.355.17,CGAN.355.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
210,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,36,37,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.35/Brn425.36v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.35/D1723.539.3.txt,CAGD.506.35,CAGD.506.35,CAGD.506.35,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
211,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,959,961,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.15/BAV1341.55r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CORL.511.15/Brn425.39r.3.txt,CORL.511.15,CORL.511.15,CORL.511.15,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
212,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,895,893,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.6/C1525.11v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.6/BN2123.81r.6.txt,CNIC.325.6,CNIC.325.6,CNIC.325.6,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
213,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,29,30,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/Brn425.53v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.26/D1723.553.1.txt,CAGD.506.26,CAGD.506.26,CAGD.506.26,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
214,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,825,828,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.15/BN1454.48v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.15/Hat42.153v.3.txt,CNIC.325.15,CNIC.325.15,CNIC.325.15,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
215,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1514,1515,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.40/KoeD213.8v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.40/Vat5845.9v.3.txt,Can.apost.40,Can.apost.40,Can.apost.40,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
216,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,819,820,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/Hat42.153v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/KoeD213.14v.1.txt,CNIC.325.13,CNIC.325.13,CNIC.325.13,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
217,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,124,121,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.17/Hat42.159r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.17/BAV1341.12r.4.txt,CANC.314.17,CANC.314.17,CANC.314.17,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
218,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,68,69,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.62/Brn425.27v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.62/D1723.530.12.txt,CAGD.506.62,CAGD.506.62,CAGD.506.62,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
219,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,1438,1435,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.27/KoeD213.7r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.27/BAV1341.7r.21.txt,Can.apost.27,Can.apost.27,Can.apost.27,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
220,bowphs/PhilTa,PhilTa,t5,1,abtt_optimal,hidden,mean,10,0.4170854271356784,0.8944723618090452,0.4170854271356784,,,165,168,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.22/Brn425.27r.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.22/Hat42.159v.4.txt,CANC.314.22,CANC.314.22,CANC.314.22,pair_example,1,,,,,rand_similar,,,,,,,"ig,bertscore,ot,attention_weighted,dla,attention_standalone,retrieval_mark"
